0.130674 8.699049 -0.000338 -0.000012 
0.095882 8.696835 -0.000672 -0.000012 
0.095119 8.713766 -0.000353 -0.000012 
0.092315 8.586575 -0.000730 -0.000012 
0.095432 8.708549 -0.000672 -0.000012 
0.091211 8.624441 -0.000353 -0.000012 
0.092780 8.578505 -0.000477 -0.000012 
0.095733 8.715833 -0.000296 -0.000012 
0.090555 8.586343 -0.000672 -0.000012 
0.095833 8.702070 -0.000672 -0.000012 
0.096550 8.712773 -0.000486 -0.000012 
0.096571 8.708420 -0.000324 -0.000012 
0.096944 8.711047 -0.000353 -0.000012 
0.095359 8.705572 -0.000730 -0.000012 
0.095363 8.696791 -0.000281 -0.000012 
0.096370 8.715297 -0.000413 -0.000012 
0.097005 8.715084 -0.000350 -0.000012 
0.090512 8.603657 -0.000384 -0.000012 
0.097426 8.707434 -0.000443 -0.000012 
0.094993 8.703264 -0.000427 -0.000012 
